Codigo_venta,Product_id,Empleado_id,Quantity,Dia,Month,Year,Sales,Igv,Total,Moneda,Estado,Tipo_comp
1791,P0018,9,2,10,December,2024,257.36,46.32,303.68,PEN,Procedió,Factura
1792,P0143,15,4,19,December,2024,390.88,0.0,390.88,PEN,Anulado,Nota de crédito
1793,P0063,11,2,9,December,2025,141.78,25.52,167.3,PEN,Procedió,Factura
1794,P0145,4,7,28,December,2024,142.73,25.69,168.42,PEN,Procedió,Factura
1795,P0087,1,8,21,December,2024,1193.6,214.85,1408.45,PEN,Procedió,Boleta
1796,P0143,1,3,18,December,2024,293.16,52.77,345.93,PEN,Procedió,Boleta
1797,P0002,6,9,24,December,2025,1021.68,183.9,1205.58,PEN,Procedió,Boleta
1798,P0048,3,2,12,December,2024,144.68,26.04,170.72,PEN,Procedió,Boleta
1799,P0108,3,4,12,December,2024,154.56,27.82,182.38,PEN,Procedió,Boleta
1800,P0055,4,6,29,December,2024,188.82,33.99,222.81,PEN,Procedió,Nota de crédito
1801,P0081,5,7,17,August,2025,806.12,0.0,806.12,PEN,Anulado,Factura
1802,P0005,3,9,17,August,2025,1495.44,269.18,1764.62,PEN,Procedió,Boleta
1803,P0005,14,4,31,August,2024,664.64,119.64,784.28,PEN,Procedió,Boleta
1804,P0109,7,5,12,August,2025,757.85,136.41,894.26,PEN,Procedió,Factura
1805,P0132,6,5,3,August,2024,541.6,97.49,639.09,PEN,Procedió,Nota de crédito
1806,P0131,15,3,30,August,2024,317.07,0.0,317.07,PEN,Anulado,Boleta
1807,P0113,15,4,15,August,2025,533.2,95.98,629.18,PEN,Procedió,Factura
1808,P0078,4,2,14,August,2024,283.06,0.0,283.06,PEN,Anulado,Boleta
1809,P0085,13,2,10,August,2024,105.12,18.92,124.04,PEN,Procedió,Boleta
1810,P0011,14,5,7,August,2025,204.5,36.81,241.31,PEN,Procedió,Boleta
1811,P0138,1,2,29,August,2024,52.32,9.42,61.74,PEN,Procedió,Nota de crédito
1812,P0078,9,9,24,August,2024,1273.77,229.28,1503.05,PEN,Procedió,Factura
1813,P0144,8,7,16,August,2024,611.38,0.0,611.38,PEN,Anulado,Factura
1814,P0027,14,5,31,August,2025,171.45,30.86,202.31,PEN,Procedió,Nota de crédito
1815,P0074,5,5,31,August,2025,956.45,0.0,956.45,PEN,Anulado,Boleta
1816,P0135,1,3,10,August,2024,543.15,0.0,543.15,PEN,Anulado,Nota de crédito
1817,P0014,12,3,19,August,2024,99.3,17.87,117.17,PEN,Procedió,Factura
1818,P0049,13,6,9,August,2025,596.52,107.37,703.89,PEN,Procedió,Factura
1819,P0117,4,1,22,August,2024,90.26,0.0,90.26,PEN,Anulado,Factura
1820,P0041,13,7,20,August,2024,628.95,0.0,628.95,PEN,Anulado,Factura
1821,P0106,3,2,22,August,2025,161.98,29.16,191.14,PEN,Procedió,Nota de crédito
1822,P0144,11,3,10,August,2024,262.02,47.16,309.18,PEN,Procedió,Boleta
1823,P0080,9,9,19,August,2024,637.2,0.0,637.2,PEN,Anulado,Boleta
1824,P0072,3,5,18,September,2025,186.7,33.61,220.31,PEN,Procedió,Factura
1825,P0029,15,8,1,September,2025,811.68,146.1,957.78,PEN,Procedió,Boleta
1826,P0150,2,4,29,September,2025,461.96,83.15,545.11,PEN,Procedió,Boleta
1827,P0110,4,4,5,September,2024,753.6,135.65,889.25,PEN,Procedió,Nota de crédito
1828,P0119,1,9,2,September,2024,1129.59,203.33,1332.92,PEN,Procedió,Boleta
1829,P0055,4,9,3,September,2024,283.23,50.98,334.21,PEN,Procedió,Nota de crédito
1830,P0112,13,6,4,September,2024,510.18,91.83,602.01,PEN,Procedió,Boleta
1831,P0118,3,7,27,September,2024,1077.65,193.98,1271.63,PEN,Procedió,Factura
1832,P0134,13,7,17,September,2025,244.37,43.99,288.36,PEN,Procedió,Factura
1833,P0055,15,2,15,September,2025,62.94,11.33,74.27,PEN,Procedió,Nota de crédito
1834,P0103,11,2,15,September,2025,58.52,10.53,69.05,PEN,Procedió,Factura
1835,P0109,1,7,15,September,2024,1060.99,190.98,1251.97,PEN,Procedió,Factura
1836,P0142,15,1,22,September,2025,156.33,28.14,184.47,PEN,Procedió,Factura
1837,P0129,14,8,14,September,2025,692.64,124.68,817.32,PEN,Procedió,Boleta
1838,P0095,5,3,1,September,2025,438.69,78.96,517.65,PEN,Procedió,Factura
1839,P0071,11,7,5,September,2025,1108.17,199.47,1307.64,PEN,Procedió,Boleta
1840,P0020,14,2,4,September,2025,11.14,2.01,13.15,PEN,Procedió,Boleta
1841,P0113,12,9,20,September,2025,1199.7,215.95,1415.65,PEN,Procedió,Nota de crédito
1842,P0111,12,2,2,September,2024,56.28,0.0,56.28,PEN,Anulado,Boleta
1843,P0096,8,6,9,September,2024,402.96,72.53,475.49,PEN,Procedió,Nota de crédito
1844,P0070,12,1,10,September,2024,94.46,17.0,111.46,PEN,Procedió,Boleta
1845,P0121,11,5,19,September,2025,399.65,71.94,471.59,PEN,Procedió,Nota de crédito
1846,P0095,10,10,23,September,2025,1462.3,0.0,1462.3,PEN,Anulado,Factura
1847,P0035,1,9,23,September,2024,1234.98,222.3,1457.28,PEN,Procedió,Nota de crédito
1848,P0130,5,6,23,September,2024,233.1,41.96,275.06,PEN,Procedió,Boleta
1849,P0120,5,5,15,October,2024,435.1,78.32,513.42,PEN,Procedió,Factura
1850,P0118,1,4,19,October,2025,615.8,0.0,615.8,PEN,Anulado,Nota de crédito
1851,P0052,9,7,23,October,2024,116.48,0.0,116.48,PEN,Anulado,Nota de crédito
1852,P0082,4,9,9,October,2025,901.89,0.0,901.89,PEN,Anulado,Nota de crédito
1853,P0134,3,4,13,October,2025,139.64,25.14,164.78,PEN,Procedió,Boleta
1854,P0032,8,3,15,October,2024,351.87,0.0,351.87,PEN,Anulado,Boleta
1855,P0014,13,8,22,October,2024,264.8,47.66,312.46,PEN,Procedió,Factura
1856,P0123,3,9,29,October,2025,261.45,47.06,308.51,PEN,Procedió,Nota de crédito
1857,P0136,15,5,12,October,2025,768.8,138.38,907.18,PEN,Procedió,Factura
1858,P0018,8,10,28,October,2025,1286.8,231.62,1518.42,PEN,Procedió,Nota de crédito
1859,P0095,1,1,27,October,2024,146.23,0.0,146.23,PEN,Anulado,Boleta
1860,P0017,12,6,23,October,2024,557.22,100.3,657.52,PEN,Procedió,Factura
1861,P0038,11,9,14,October,2024,1136.43,204.56,1340.99,PEN,Procedió,Nota de crédito
1862,P0054,1,4,23,October,2024,185.8,33.44,219.24,PEN,Procedió,Boleta
1863,P0050,2,1,19,October,2024,50.72,9.13,59.85,PEN,Procedió,Factura
1864,P0105,3,9,9,October,2024,1236.33,222.54,1458.87,PEN,Procedió,Boleta
1865,P0021,5,2,16,October,2024,65.88,11.86,77.74,PEN,Procedió,Nota de crédito
1866,P0011,1,10,26,October,2025,409.0,73.62,482.62,PEN,Procedió,Boleta
1867,P0079,11,6,15,October,2024,126.84,0.0,126.84,PEN,Anulado,Factura
1868,P0146,13,5,20,October,2024,485.2,87.34,572.54,PEN,Procedió,Boleta
1869,P0043,9,7,19,October,2025,57.68,10.38,68.06,PEN,Procedió,Boleta
1870,P0139,14,2,9,October,2025,127.38,22.93,150.31,PEN,Procedió,Boleta
1871,P0055,7,4,14,October,2025,125.88,22.66,148.54,PEN,Procedió,Boleta
1872,P0097,11,9,18,October,2024,958.86,172.59,1131.45,PEN,Procedió,Boleta
1873,P0128,6,3,26,October,2025,60.18,10.83,71.01,PEN,Procedió,Factura
1874,P0023,4,8,7,December,2024,407.44,73.34,480.78,PEN,Procedió,Factura
1875,P0047,1,5,19,December,2024,608.6,109.55,718.15,PEN,Procedió,Boleta
1876,P0019,14,4,7,December,2024,423.8,0.0,423.8,PEN,Anulado,Boleta
1877,P0089,6,3,30,December,2024,76.17,13.71,89.88,PEN,Procedió,Factura
1878,P0051,13,6,7,December,2024,311.76,56.12,367.88,PEN,Procedió,Nota de crédito
1879,P0121,3,8,25,December,2024,639.44,115.1,754.54,PEN,Procedió,Nota de crédito
1880,P0023,6,6,14,December,2024,305.58,55.0,360.58,PEN,Procedió,Factura
1881,P0129,1,9,1,December,2025,779.22,140.26,919.48,PEN,Procedió,Nota de crédito
1882,P0131,1,1,28,December,2024,105.69,19.02,124.71,PEN,Procedió,Factura
1883,P0114,8,5,1,December,2024,89.55,16.12,105.67,PEN,Procedió,Factura
1884,P0064,15,4,12,December,2024,95.48,17.19,112.67,PEN,Procedió,Nota de crédito
1885,P0034,15,5,30,December,2025,743.7,133.87,877.57,PEN,Procedió,Nota de crédito
1886,P0096,15,1,17,December,2025,67.16,12.09,79.25,PEN,Procedió,Nota de crédito
1887,P0134,14,5,23,December,2025,174.55,0.0,174.55,PEN,Anulado,Factura
1888,P0057,15,10,21,December,2024,1054.0,0.0,1054.0,PEN,Anulado,Nota de crédito
1889,P0115,2,3,29,December,2025,467.94,84.23,552.17,PEN,Procedió,Factura
1890,P0078,3,7,23,December,2025,990.71,0.0,990.71,PEN,Anulado,Factura
1891,P0120,7,4,12,December,2025,348.08,62.65,410.73,PEN,Procedió,Factura
1892,P0006,13,2,21,December,2025,50.62,9.11,59.73,PEN,Procedió,Factura
1893,P0136,8,3,14,December,2025,461.28,83.03,544.31,PEN,Procedió,Nota de crédito
1894,P0130,1,3,28,December,2025,116.55,20.98,137.53,PEN,Procedió,Nota de crédito
1895,P0083,4,6,23,December,2025,591.9,106.54,698.44,PEN,Procedió,Boleta
1896,P0017,11,3,27,December,2024,278.61,50.15,328.76,PEN,Procedió,Nota de crédito
1897,P0071,11,5,11,December,2025,791.55,0.0,791.55,PEN,Anulado,Nota de crédito
1898,P0100,5,4,13,January,2024,49.8,8.96,58.76,PEN,Procedió,Nota de crédito
1899,P0030,13,10,29,January,2025,1008.0,181.44,1189.44,PEN,Procedió,Boleta
1900,P0108,1,7,14,January,2024,270.48,48.69,319.17,PEN,Procedió,Factura
1901,P0045,7,4,4,January,2025,385.6,69.41,455.01,PEN,Procedió,Factura
1902,P0025,9,4,15,January,2024,796.04,143.29,939.33,PEN,Procedió,Boleta
1903,P0118,12,4,11,January,2025,615.8,110.84,726.64,PEN,Procedió,Boleta
1904,P0048,10,7,1,January,2025,506.38,0.0,506.38,PEN,Anulado,Factura
1905,P0079,1,7,28,January,2024,147.98,26.64,174.62,PEN,Procedió,Boleta
1906,P0068,1,10,19,January,2025,1381.5,248.67,1630.17,PEN,Procedió,Factura
1907,P0024,1,3,6,January,2025,472.59,85.07,557.66,PEN,Procedió,Factura
1908,P0080,2,6,9,January,2024,424.8,76.46,501.26,PEN,Procedió,Boleta
1909,P0079,1,4,15,January,2025,84.56,15.22,99.78,PEN,Procedió,Factura
1910,P0148,6,10,28,January,2025,846.9,152.44,999.34,PEN,Procedió,Nota de crédito
1911,P0001,5,2,23,January,2025,322.1,57.98,380.08,PEN,Procedió,Factura
1912,P0087,14,5,18,January,2024,746.0,134.28,880.28,PEN,Procedió,Nota de crédito
1913,P0032,3,10,14,January,2025,1172.9,211.12,1384.02,PEN,Procedió,Boleta
1914,P0141,7,3,5,January,2024,47.64,8.58,56.22,PEN,Procedió,Boleta
1915,P0063,4,2,12,January,2024,141.78,25.52,167.3,PEN,Procedió,Nota de crédito
1916,P0023,12,6,4,January,2025,305.58,55.0,360.58,PEN,Procedió,Boleta
1917,P0004,2,5,8,January,2025,690.6,0.0,690.6,PEN,Anulado,Factura
1918,P0023,5,1,4,January,2024,50.93,9.17,60.1,PEN,Procedió,Factura
1919,P0143,9,7,1,January,2024,684.04,123.13,807.17,PEN,Procedió,Factura
1920,P0079,5,6,26,January,2025,126.84,22.83,149.67,PEN,Procedió,Boleta
1921,P0039,14,2,31,January,2025,260.08,46.81,306.89,PEN,Procedió,Boleta
1922,P0080,8,7,24,January,2024,495.6,89.21,584.81,PEN,Procedió,Boleta
1923,P0067,1,7,26,January,2024,213.15,38.37,251.52,PEN,Procedió,Boleta
1924,P0107,13,10,3,January,2025,1724.0,310.32,2034.32,PEN,Procedió,Nota de crédito
1925,P0037,3,2,22,January,2025,175.52,31.59,207.11,PEN,Procedió,Factura
1926,P0037,13,8,11,January,2024,702.08,126.37,828.45,PEN,Procedió,Factura
1927,P0102,6,10,22,January,2024,1995.0,359.1,2354.1,PEN,Procedió,Factura
1928,P0003,3,3,12,January,2025,529.11,95.24,624.35,PEN,Procedió,Boleta
1929,P0055,1,9,8,January,2024,283.23,50.98,334.21,PEN,Procedió,Boleta
1930,P0137,9,9,13,January,2025,221.49,39.87,261.36,PEN,Procedió,Boleta
1931,P0111,1,8,18,January,2024,225.12,40.52,265.64,PEN,Procedió,Boleta
1932,P0073,13,5,28,January,2024,47.1,8.48,55.58,PEN,Procedió,Boleta
1933,P0088,14,4,20,January,2025,104.12,18.74,122.86,PEN,Procedió,Boleta
1934,P0039,10,9,24,January,2024,1170.36,210.66,1381.02,PEN,Procedió,Factura
1935,P0016,3,7,15,January,2024,1337.98,240.84,1578.82,PEN,Procedió,Boleta
1936,P0074,1,6,16,January,2024,1147.74,206.59,1354.33,PEN,Procedió,Factura
1937,P0068,13,6,31,January,2025,828.9,149.2,978.1,PEN,Procedió,Boleta
1938,P0068,2,2,7,January,2024,276.3,49.73,326.03,PEN,Procedió,Boleta
1939,P0002,2,2,15,January,2025,227.04,40.87,267.91,PEN,Procedió,Boleta
1940,P0085,12,4,9,January,2024,210.24,0.0,210.24,PEN,Anulado,Nota de crédito
1941,P0099,6,6,30,January,2025,540.12,97.22,637.34,PEN,Procedió,Boleta
1942,P0013,8,8,22,January,2025,626.72,112.81,739.53,PEN,Procedió,Boleta
1943,P0103,3,4,17,January,2025,117.04,21.07,138.11,PEN,Procedió,Factura
1944,P0139,3,4,31,January,2025,254.76,0.0,254.76,PEN,Anulado,Nota de crédito
1945,P0112,11,5,31,January,2025,425.15,76.53,501.68,PEN,Procedió,Boleta
1946,P0006,5,7,26,January,2025,177.17,31.89,209.06,PEN,Procedió,Nota de crédito
1947,P0077,12,10,16,January,2024,1377.3,247.91,1625.21,PEN,Procedió,Boleta
1948,P0102,5,5,26,January,2024,997.5,179.55,1177.05,PEN,Procedió,Boleta
1949,P0042,14,9,17,January,2024,161.73,0.0,161.73,PEN,Anulado,Factura
1950,P0103,1,5,9,January,2024,146.3,26.33,172.63,PEN,Procedió,Nota de crédito
1951,P0071,12,4,30,January,2025,633.24,0.0,633.24,PEN,Anulado,Nota de crédito
1952,P0116,8,6,16,January,2025,293.94,0.0,293.94,PEN,Anulado,Nota de crédito
1953,P0078,6,5,20,January,2024,707.65,127.38,835.03,PEN,Procedió,Nota de crédito
1954,P0134,1,10,11,January,2025,349.1,62.84,411.94,PEN,Procedió,Factura
1955,P0120,10,5,17,January,2024,435.1,0.0,435.1,PEN,Anulado,Factura
1956,P0019,9,5,3,January,2024,529.75,95.35,625.1,PEN,Procedió,Nota de crédito
1957,P0017,4,10,17,January,2024,928.7,167.17,1095.87,PEN,Procedió,Nota de crédito
1958,P0042,1,4,21,January,2024,71.88,0.0,71.88,PEN,Anulado,Boleta
1959,P0083,6,2,16,January,2025,197.3,35.51,232.81,PEN,Procedió,Factura
1960,P0136,4,1,11,January,2024,153.76,27.68,181.44,PEN,Procedió,Boleta
1961,P0060,1,7,6,January,2024,1293.53,0.0,1293.53,PEN,Anulado,Boleta
1962,P0013,2,2,12,January,2025,156.68,28.2,184.88,PEN,Procedió,Factura
1963,P0118,11,8,31,January,2025,1231.6,221.69,1453.29,PEN,Procedió,Boleta
1964,P0083,1,5,17,January,2025,493.25,0.0,493.25,PEN,Anulado,Factura
1965,P0110,8,2,12,January,2025,376.8,67.82,444.62,PEN,Procedió,Factura
1966,P0087,13,1,17,January,2025,149.2,26.86,176.06,PEN,Procedió,Nota de crédito
1967,P0014,3,7,2,January,2024,231.7,41.71,273.41,PEN,Procedió,Factura
1968,P0094,3,10,16,January,2025,1481.2,266.62,1747.82,PEN,Procedió,Factura
1969,P0098,14,7,8,January,2025,804.44,144.8,949.24,PEN,Procedió,Factura
1970,P0121,7,4,9,January,2025,319.72,57.55,377.27,PEN,Procedió,Boleta
1971,P0001,6,3,1,January,2024,483.15,86.97,570.12,PEN,Procedió,Factura
1972,P0149,6,7,23,January,2025,468.51,0.0,468.51,PEN,Anulado,Factura
1973,P0115,3,8,7,January,2024,1247.84,224.61,1472.45,PEN,Procedió,Factura
1974,P0030,13,8,2,January,2024,806.4,145.15,951.55,PEN,Procedió,Boleta
1975,P0015,5,8,7,January,2024,66.24,11.92,78.16,PEN,Procedió,Nota de crédito
1976,P0060,7,7,18,January,2024,1293.53,232.84,1526.37,PEN,Procedió,Boleta
1977,P0057,15,7,4,January,2024,737.8,0.0,737.8,PEN,Anulado,Nota de crédito
1978,P0116,7,9,20,January,2024,440.91,79.36,520.27,PEN,Procedió,Factura
1979,P0080,6,1,10,January,2024,70.8,12.74,83.54,PEN,Procedió,Nota de crédito
1980,P0119,7,1,8,January,2024,125.51,22.59,148.1,PEN,Procedió,Factura
1981,P0107,4,1,1,January,2025,172.4,31.03,203.43,PEN,Procedió,Boleta
1982,P0146,14,8,10,January,2025,776.32,0.0,776.32,PEN,Anulado,Boleta
1983,P0096,6,1,3,January,2025,67.16,12.09,79.25,PEN,Procedió,Nota de crédito
1984,P0118,6,4,27,January,2025,615.8,110.84,726.64,PEN,Procedió,Nota de crédito
1985,P0093,14,6,2,January,2024,425.16,0.0,425.16,PEN,Anulado,Boleta
1986,P0094,1,7,10,January,2024,1036.84,186.63,1223.47,PEN,Procedió,Nota de crédito
1987,P0020,9,2,3,January,2025,11.14,2.01,13.15,PEN,Procedió,Factura
1988,P0066,14,9,23,January,2025,1257.03,226.27,1483.3,PEN,Procedió,Factura
1989,P0005,2,1,15,January,2024,166.16,0.0,166.16,PEN,Anulado,Factura
1990,P0015,4,5,7,January,2024,41.4,7.45,48.85,PEN,Procedió,Factura
1991,P0053,14,1,7,January,2024,154.07,27.73,181.8,PEN,Procedió,Nota de crédito
1992,P0006,5,10,11,January,2025,253.1,45.56,298.66,PEN,Procedió,Nota de crédito
1993,P0068,4,7,8,January,2024,967.05,174.07,1141.12,PEN,Procedió,Boleta
1994,P0011,8,2,4,January,2025,81.8,14.72,96.52,PEN,Procedió,Boleta
1995,P0112,8,6,27,January,2024,510.18,91.83,602.01,PEN,Procedió,Boleta
1996,P0133,15,6,16,January,2025,56.76,10.22,66.98,PEN,Procedió,Boleta
1997,P0003,10,9,26,January,2024,1587.33,285.72,1873.05,PEN,Procedió,Boleta
1998,P0010,12,5,20,January,2025,97.9,17.62,115.52,PEN,Procedió,Factura
1999,P0044,5,6,16,January,2025,861.18,0.0,861.18,PEN,Anulado,Factura
2000,P0048,13,6,8,January,2024,434.04,78.13,512.17,PEN,Procedió,Nota de crédito
2001,P0115,12,8,24,January,2024,1247.84,224.61,1472.45,PEN,Procedió,Boleta
2002,P0109,15,2,6,January,2025,303.14,0.0,303.14,PEN,Anulado,Factura
2003,P0070,15,10,5,January,2025,944.6,170.03,1114.63,PEN,Procedió,Factura
2004,P0104,14,4,7,January,2025,88.12,0.0,88.12,PEN,Anulado,Factura
2005,P0045,5,4,5,January,2024,385.6,69.41,455.01,PEN,Procedió,Factura
2006,P0067,12,1,19,January,2025,30.45,5.48,35.93,PEN,Procedió,Factura
2007,P0016,1,1,15,January,2025,191.14,34.41,225.55,PEN,Procedió,Nota de crédito
2008,P0129,14,4,1,January,2025,346.32,62.34,408.66,PEN,Procedió,Nota de crédito
2009,P0119,10,9,22,January,2024,1129.59,203.33,1332.92,PEN,Procedió,Nota de crédito
2010,P0107,8,10,26,January,2024,1724.0,310.32,2034.32,PEN,Procedió,Boleta
2011,P0097,10,10,30,January,2025,1065.4,191.77,1257.17,PEN,Procedió,Factura
2012,P0041,5,9,19,January,2025,808.65,145.56,954.21,PEN,Procedió,Nota de crédito
2013,P0114,8,5,22,January,2025,89.55,16.12,105.67,PEN,Procedió,Factura
2014,P0040,13,5,3,January,2024,988.5,177.93,1166.43,PEN,Procedió,Boleta
2015,P0137,15,9,2,January,2024,221.49,39.87,261.36,PEN,Procedió,Factura
2016,P0146,15,5,4,January,2024,485.2,87.34,572.54,PEN,Procedió,Factura
2017,P0103,4,8,27,January,2025,234.08,0.0,234.08,PEN,Anulado,Factura
2018,P0056,5,2,8,January,2025,177.04,0.0,177.04,PEN,Anulado,Boleta
2019,P0150,11,7,8,January,2025,808.43,145.52,953.95,PEN,Procedió,Factura
2020,P0084,13,7,31,January,2025,1204.07,216.73,1420.8,PEN,Procedió,Nota de crédito
2021,P0099,10,3,7,January,2025,270.06,48.61,318.67,PEN,Procedió,Boleta
2022,P0012,3,3,28,January,2025,378.72,68.17,446.89,PEN,Procedió,Boleta
2023,P0021,3,10,6,January,2024,329.4,59.29,388.69,PEN,Procedió,Boleta
2024,P0109,12,2,5,January,2025,303.14,54.57,357.71,PEN,Procedió,Nota de crédito
2025,P0065,11,7,17,January,2024,540.47,97.28,637.75,PEN,Procedió,Factura
2026,P0054,3,2,2,January,2025,92.9,16.72,109.62,PEN,Procedió,Boleta
2027,P0075,11,6,22,January,2025,1174.02,0.0,1174.02,PEN,Anulado,Boleta
2028,P0004,10,6,10,January,2025,828.72,149.17,977.89,PEN,Procedió,Nota de crédito
2029,P0146,4,6,19,January,2025,582.24,104.8,687.04,PEN,Procedió,Boleta
2030,P0097,4,3,24,January,2024,319.62,0.0,319.62,PEN,Anulado,Boleta
2031,P0147,4,2,15,January,2024,37.68,6.78,44.46,PEN,Procedió,Factura
2032,P0030,15,2,22,January,2025,201.6,36.29,237.89,PEN,Procedió,Boleta
2033,P0024,3,7,12,January,2024,1102.71,198.49,1301.2,PEN,Procedió,Boleta
2034,P0024,15,3,23,January,2024,472.59,85.07,557.66,PEN,Procedió,Factura
2035,P0107,3,4,20,January,2025,689.6,0.0,689.6,PEN,Anulado,Nota de crédito
2036,P0002,11,1,17,January,2024,113.52,20.43,133.95,PEN,Procedió,Nota de crédito
2037,P0142,1,10,12,January,2025,1563.3,281.39,1844.69,PEN,Procedió,Factura
2038,P0013,14,6,25,January,2025,470.04,84.61,554.65,PEN,Procedió,Factura
2039,P0058,3,4,4,January,2024,721.84,129.93,851.77,PEN,Procedió,Boleta
2040,P0051,8,6,6,January,2024,311.76,56.12,367.88,PEN,Procedió,Boleta
2041,P0054,6,7,19,January,2025,325.15,58.53,383.68,PEN,Procedió,Boleta
2042,P0111,10,3,15,January,2025,84.42,15.2,99.62,PEN,Procedió,Boleta
2043,P0149,9,2,14,January,2025,133.86,24.09,157.95,PEN,Procedió,Nota de crédito
2044,P0021,14,4,29,January,2024,131.76,23.72,155.48,PEN,Procedió,Nota de crédito
2045,P0016,14,9,4,January,2025,1720.26,309.65,2029.91,PEN,Procedió,Boleta
2046,P0064,5,7,23,January,2024,167.09,30.08,197.17,PEN,Procedió,Nota de crédito
2047,P0020,13,3,5,January,2024,16.71,3.01,19.72,PEN,Procedió,Factura
2048,P0110,5,6,15,January,2025,1130.4,203.47,1333.87,PEN,Procedió,Factura
2049,P0082,10,2,27,January,2025,200.42,36.08,236.5,PEN,Procedió,Nota de crédito
2050,P0072,8,9,28,January,2024,336.06,0.0,336.06,PEN,Anulado,Factura
2051,P0140,1,7,15,January,2024,191.73,34.51,226.24,PEN,Procedió,Nota de crédito
2052,P0112,10,5,26,January,2025,425.15,76.53,501.68,PEN,Procedió,Factura
2053,P0012,1,3,29,January,2024,378.72,68.17,446.89,PEN,Procedió,Boleta
2054,P0030,10,5,2,January,2024,504.0,90.72,594.72,PEN,Procedió,Boleta
2055,P0098,6,2,13,January,2025,229.84,41.37,271.21,PEN,Procedió,Nota de crédito
2056,P0042,1,7,6,January,2024,125.79,0.0,125.79,PEN,Anulado,Nota de crédito
2057,P0142,9,6,14,February,2025,937.98,0.0,937.98,PEN,Anulado,Nota de crédito
2058,P0056,10,3,24,February,2024,265.56,0.0,265.56,PEN,Anulado,Boleta
2059,P0138,1,4,27,February,2025,104.64,18.84,123.48,PEN,Procedió,Nota de crédito
2060,P0038,3,8,28,February,2025,1010.16,181.83,1191.99,PEN,Procedió,Factura
2061,P0113,8,3,1,February,2025,399.9,71.98,471.88,PEN,Procedió,Nota de crédito
2062,P0049,7,2,5,February,2024,198.84,35.79,234.63,PEN,Procedió,Boleta
2063,P0033,14,6,27,February,2025,558.6,100.55,659.15,PEN,Procedió,Nota de crédito
2064,P0147,5,8,22,February,2024,150.72,27.13,177.85,PEN,Procedió,Boleta
2065,P0055,1,6,17,February,2024,188.82,33.99,222.81,PEN,Procedió,Nota de crédito
2066,P0005,8,7,15,February,2025,1163.12,209.36,1372.48,PEN,Procedió,Nota de crédito
2067,P0052,1,6,7,February,2024,99.84,17.97,117.81,PEN,Procedió,Factura
2068,P0110,5,7,12,February,2024,1318.8,237.38,1556.18,PEN,Procedió,Factura
2069,P0031,12,4,11,February,2024,297.08,53.47,350.55,PEN,Procedió,Boleta
2070,P0032,4,2,10,February,2025,234.58,0.0,234.58,PEN,Anulado,Boleta
2071,P0054,9,9,7,February,2024,418.05,75.25,493.3,PEN,Procedió,Factura
2072,P0033,1,7,13,February,2025,651.7,117.31,769.01,PEN,Procedió,Nota de crédito
2073,P0060,8,2,10,February,2025,369.58,0.0,369.58,PEN,Anulado,Boleta
2074,P0062,10,9,17,February,2024,1018.35,183.3,1201.65,PEN,Procedió,Nota de crédito
2075,P0050,7,4,21,February,2024,202.88,36.52,239.4,PEN,Procedió,Factura
2076,P0034,1,7,6,February,2025,1041.18,187.41,1228.59,PEN,Procedió,Factura
2077,P0073,15,7,25,February,2024,65.94,11.87,77.81,PEN,Procedió,Factura
2078,P0086,15,7,5,February,2025,247.31,44.52,291.83,PEN,Procedió,Boleta
2079,P0066,4,8,27,February,2025,1117.36,201.12,1318.48,PEN,Procedió,Nota de crédito
2080,P0137,3,4,18,February,2025,98.44,17.72,116.16,PEN,Procedió,Nota de crédito
2081,P0094,2,10,5,February,2025,1481.2,0.0,1481.2,PEN,Anulado,Nota de crédito
2082,P0016,13,4,23,February,2025,764.56,137.62,902.18,PEN,Procedió,Nota de crédito
2083,P0083,3,9,5,February,2024,887.85,159.81,1047.66,PEN,Procedió,Nota de crédito
2084,P0136,12,5,28,February,2024,768.8,138.38,907.18,PEN,Procedió,Factura
2085,P0011,5,4,6,February,2024,163.6,29.45,193.05,PEN,Procedió,Nota de crédito
2086,P0075,9,8,15,February,2024,1565.36,281.76,1847.12,PEN,Procedió,Factura
2087,P0061,3,5,5,February,2024,530.75,95.53,626.28,PEN,Procedió,Boleta
2088,P0037,4,1,8,February,2024,87.76,15.8,103.56,PEN,Procedió,Boleta
2089,P0041,3,5,14,February,2024,449.25,0.0,449.25,PEN,Anulado,Nota de crédito
2090,P0143,1,10,6,February,2025,977.2,175.9,1153.1,PEN,Procedió,Boleta
2091,P0136,10,6,28,February,2024,922.56,166.06,1088.62,PEN,Procedió,Nota de crédito
2092,P0094,12,6,25,February,2025,888.72,159.97,1048.69,PEN,Procedió,Nota de crédito
2093,P0042,4,10,1,February,2025,179.7,32.35,212.05,PEN,Procedió,Boleta
2094,P0127,13,6,10,February,2024,269.76,48.56,318.32,PEN,Procedió,Factura
2095,P0062,4,9,11,February,2025,1018.35,183.3,1201.65,PEN,Procedió,Boleta
2096,P0103,2,7,13,February,2024,204.82,36.87,241.69,PEN,Procedió,Nota de crédito
2097,P0090,1,4,6,February,2024,671.2,120.82,792.02,PEN,Procedió,Factura
2098,P0008,3,5,25,February,2024,947.2,170.5,1117.7,PEN,Procedió,Nota de crédito
2099,P0047,2,1,5,February,2025,121.72,21.91,143.63,PEN,Procedió,Nota de crédito
2100,P0113,1,1,15,February,2025,133.3,0.0,133.3,PEN,Anulado,Boleta
